size,time
100,304
150,412
200,137
250,123
300,121
350,234
400,204
450,258
500,249
550,232
600,324
650,188
700,389
750,421
800,456
850,469
900,481
950,814
1000,954
1050,647
1100,925
1150,972
1200,949
1250,788
1300,826
1350,817
1400,743
1450,809
1500,923
